,query,id,precision
8696,штраф за медосмотр,626,1.0
8706,штраф за неисполнение кредитного договора,1230,1.0
8737,штраф за установку рекламы,1042,1.0
8739,штраф за нарушение правил перевозки,734,1.0
8742,штрафы за нарушение обязательств,57,1.0
8744,штраф за самовольное,202,1.0
8752,штраф за нарушения в сфере управления многоквартирным домом,238,0.8
8754,штраф за нарушение хранения,1609,1.0
8755,ШТРАФЫ ПО ДЕНЕЖНЫМ ВЗЫСКАНИЯМ,1229,1.0
8759,штраф за нарушение правил остановки ТС,705,1.0
8760,штраф в алкогольном,1678,1.0
8781,штраф нарушений перевозки людей,734,1.0
8787,штрафы в налоговом законодательстве,1242,1.0
8796,штраф за пропаганду,163,1.0
8797,штраф за разъяснения,16,1.0
8802,штраф за уничтожение,392,1.0
8811,штраф за нарушение дорожного движения,740,1.0
8823,штрафы топливо,458,1.0
8825,штраф за нарушение в области обращения с отходами,987,0.75
8827,штраф сироте,66,1.0
8841,штраф за нарушение иммиграционных правил,1413,1.0
8845,штраф за продажу табачных изделий,1093,1.0
8849,штраф при загрязнении водных объектов,427,1.0
8852,штраф за деятельность без регистрации,865,1.0
8855,штраф пенсионный,1248,1.0
8863,штраф за нарушение законодательства о контрактной сфере,256,0.75
8869,штраф за осуществление предпринимательской деятельности без государственной регистрации,865,1.0
8872,штрафные санкции за ведение кассовых операций с нарушениями,1115,0.8
8878,штраф за нарушение пдд поворот,681,0.8
8887,штрафы на автомобильных дорогах федерального значения,729,1.0
8904,штрафные санкции за нарушение сроков работ,306,0.75
8905,штраф без регистрации по месту пребывания,1561,1.0
8918,штраф за неприменение,903,1.0
8946,штраф за несвоевременное представление форм статистической отчетности,1533,0.8
8954,штраф переселения,408,1.0
8965,штраф за пешехода,704,1.0
8982,штрафы за нарушения ветеринарно-санитарных правил,508,1.0
9001,штраф пдд москва,754,0.75
9003,штраф за нарушение ветеринарных правил,508,1.0
9005,штрафные санкции за нарушение бухгалтерского учета,1130,0.75
9006,штрафные санкции за производство этилового спирта,954,0.75
9008,штраф на задолженность,1104,1.0
9010,Штраф за нарушение регистрации по месту жительства,1563,1.0
9011,штраф за невыплату пособия,72,1.0
9022,штраф и пени за несвоевременное,1126,1.0
9036,штраф за незаконное изменение правового режима земельных участков,226,1.0
9042,штрафы за нарушения иностранного гражданина,1396,1.0
9057,Штрафы за нарушения правил перевозки пассажиров,573,0.75
9058,штрафы за нарушение законодательства РФ о контрактной системе в сфере закупок,256,0.875
9077,штрафы аккредитованной организации,1110,1.0
9088,штраф за осуществление перевозок без разрешения,620,1.0
9091,штраф в отношении иностранной организации,1432,1.0
9103,штрафы за несвоевременную постановку на гос. учет,430,0.75
9114,штраф за нарушение о закрытии,1120,1.0
9124,штраф за нарушение режима труда и отдыха,613,1.0
9126,штраф за нарушение правил перевозки грузов тяжеловесными транспортными средствами,722,0.7142857142857143
9132,штрафы акционерным обществам,1247,1.0
9140,штраф за нарушение учета,962,1.0
9143,Штрафы за несоблюдение условий договора поставки,1060,0.75
9151,штраф за несвоевременное представление документов,1041,1.0
9152,штраф за уклонение от исполнения,1688,1.0
9153,штраф за сточные воды,490,1.0
9160,штраф за нарушение раскрытия,464,1.0
9161,штраф доход,140,1.0
9170,штраф за самовольное занятие землей,194,1.0
9173,штрафные санкции за нарушение порядка проведения периодического мед.осмотра,626,0.7142857142857143
9201,штраф за нарушение закона о табаке,171,1.0
9208,штраф железнодорожного пути,670,1.0
9216,штраф за нарушение правил строительства,785,1.0
9220,штраф по закону ОСАГО,780,0.8
9229,штраф за неподачу сведений по некоммерческим организациям,1517,0.75
9241,штраф исполнение в суде,1229,1.0
9242,штрафные санкции за ненадлежащее исполнение обязательств,1112,0.75
9245,штрафы за неисполнение государственного,1128,1.0
9247,штраф за несвоевременную подачу заявки о постановке объекта на гос учет,430,0.8571428571428571
9268,штраф гостиницы,1048,1.0
9269,штрафные санкции за нарушение государственного контракта,1096,0.75
9272,штраф за утрату или умышленную порчу паспорта,1570,1.0
9276,штраф за информацию о закупках,294,1.0
9308,штраф за нарушение сроков хранения документов,90,1.0
9311,штраф авторские права,210,1.0
9326,штраф открыт* мор*,363,1.0
9335,штрафы за нарушение санитарно-эпидемиологического законодательства,126,1.0
9356,штраф за нарушение законодательства при долевом строительстве,992,1.0
9367,штраф за использование полосы отвода,611,1.0
9374,штраф за земляные работы,217,1.0
9375,Штрафы за нарушение Санитарных правил,395,1.0
9381,штраф на нарушение бюджетной отчетности,1156,1.0
9392,штраф за нарушения в проведении специальной оценки условий труда,1094,1.0
9396,штраф за нарушение о постановке на учет в налоговой,1118,1.0
9398,"штраф и пени по налогам, сборам и взносам",1126,1.25
9399,штраф за нарушение правил хранения наркотических средств,145,1.0
9405,штраф по договору займа,1230,1.0
9417,штрафы за нарушение законодательства в сфере образования,92,0.75
9420,штраф за реконструкцию,444,1.0
9442,штрафы за использование не по целевому назначению земельного участка,340,1.0
9445,штраф за использование земельного участка,350,1.0
9447,штраф за открытие счета,1124,1.0
9463,штрафы на автомобильных дорогах общего пользования федерального значения,729,1.0
9465,штраф органов пфр,1272,0.75
9470,штрафы за незаконное привлечение иностранных граждан к трудовой деятельности,1426,1.0
9473,штраф за отсутствие контроля за транспортными средствами,613,0.75
9481,штраф за выпуск на линию,759,1.0
9495,штраф за нарушение порядка работы с денежной наличностью и порядка ведения кассовых операций,1115,0.8888888888888888
9502,штраф за нарушение налогоплательщиком срока представления об открытии или закрытии счета,1120,0.8571428571428571
9503,штраф за уступку,207,1.0
9506,штрафы за требования охраны труда,49,1.0
9521,штраф за нарушение от физического лица,1106,1.0
9527,штраф за нарушение правил использования воздушного пространства,537,1.0
9532,штраф на банк за неисполнение решения суда,1229,0.75
9541,штраф за уклонение от заключения контракта,254,1.0
9561,штрафы за нарушение правил охоты,409,1.0
9562,штраф за нарушения оборота этилового спирта,954,1.0
9577,штраф за нарушение срока расчета по взносам,1121,1.0
9580,штрафы по ценам,1011,1.0
9591,штрафы по энергосбережения,468,1.0
9593,штраф содержание дорог,772,1.0
9594,штраф за табачные изделия,890,1.0
9595,штраф обман,920,1.0
9602,штраф за нахождение в алкогольном состоянии,1682,1.0
9604,штрафы за нарушение законодательства рф о контрактной системе,256,0.8333333333333334
9612,штраф за неисполнения распоряжения,1358,1.0
9639,штраф за нарушение условий поставки товара,1061,0.75
9648,штраф за дискриминацию,101,1.0
9664,штрафы за нарушение производства,500,1.0
9671,штрафы и пени по взносам,1126,1.5
9672,штрафные санкции по кредитному договору организации,1230,0.75
9678,"штраф вреда, причиняемого автомобильным дорогам общего пользования",729,1.0
9679,Штраф за нарушение при проведении строительных работ,445,0.75
9681,штраф за нарушение правил перевозки пассажиров легковым такси,573,0.8333333333333334
9683,штраф за нарушение требований к рекламе,1042,1.0
9688,штраф изменения,299,1.0
9728,штраф за распитие алкогольной продукции на месте,1678,1.0
9731,штрафы за нарушение КоАП РФ в бюджет,1149,0.7142857142857143
9738,штраф на пристава за неисполнение,1359,1.0
9742,штрафы трудовой,42,1.0
9755,штраф за нарушение порядка персональных данных,798,1.0
9760,штраф за нарушение обязанностей,862,1.0
9767,штрафы за нарушение правил перевозок пассажиров и багажа легковым такси,573,0.8571428571428571
9769,штраф за мощность,464,1.0
9782,штрафы конфликт интересов,181,1.0
9794,штраф расчет,1121,1.0
9795,штраф за негативное воздействие,419,1.0
9814,штраф за пешехода ПДД,754,1.0
9819,штрафы за несоблюдение экологических требований,329,1.0
9820,штраф за нарушения при осуществлении закупки,262,1.0
9832,штрафные санкции за нецелевое использование средств,1139,0.75
9856,штраф за нарушение пожарной безопасности в лесах,398,1.0
9864,штраф за нарушение перечисление налога (сбора),1126,1.25
9881,штраф за несвоевременный возврат денежных средств,290,0.75
9883,штраф за отказ от договора,56,1.0
9897,штраф за нарушение правил регистрации по месту жительства,1563,1.0
9900,штрафы за нарушение трудовых прав,42,1.0
9903,штраф за торги,969,1.0
9911,штраф за несвоевременное представление об открытии счета в банке,1120,0.8
9915,штрафные санкции о нарушении исполнительного производства,1373,0.75
9929,штраф за обгон,686,1.0
9945,штраф за нарушение остановки,705,1.0
9950,штрафуются ли религиозные организации,1700,1.0
9952,штрафы при неисполнении государственного заказа,1101,1.0
9959,штраф за нарушение государственного контракта,1096,1.0
9975,штрафные санкции по условиям договора поставки,1055,0.75
9980,штраф дорожные знаки,1043,1.0
9981,штраф за нарушение норма трудового права,42,1.0
9984,штраф от уклонения от подписания коллективного договора,54,0.75
10002,штраф за использование персональных данных,798,1.0
10004,штраф за распитие несовершеннолетних,1682,1.0
10012,штраф за Невыполнение требований норм и правил по предупреждению и ликвидации чрезвычайных ситуаций,1646,0.875
10017,штраф за предоставление муниципальной услуги,105,1.0
10020,штраф 30 процентов,1247,1.0
10031,штраф за ведение документации кассовых операций,1115,0.75
10059,штраф за газовое оборудование,492,1.0
10065,штрафы по избирательной комиссии,2,1.0
10073,штрафы по лицензии недра,199,1.0
10081,штрафные санкции за осуществление предпринимательской деятельности без лицензии,875,0.8
10088,штрафы за отчетность,1329,1.0
10106,штрафы с оборота продукции,954,1.0
10110,штраф за разглашение информации,809,1.0
10126,штраф нарушение фсс,1266,1.0
10151,штраф за получение паспорта гражданина,1573,1.0
10159,штраф за порчу,337,1.0
10161,штраф за нарушение предпринимательской деятельности,238,1.0
10166,штраф перевозка,734,1.0
10167,штраф за нарушение порядка работы с денежной наличностью,1115,1.0
10176,штраф объекты культурного наследия,218,1.0
10178,штраф за ДТП,749,1.0
10193,штраф за несвоевременное открытие счета в банке,1120,0.75
10202,Штраф- это налог или сбор?,1126,1.0
10208,"штрафы, пени по пенсионным взносам",1126,1.0
10226,штрафы за нарушения требований охраны,345,1.0
10229,штраф за дерево,384,1.0
10252,штраф по сообщениям,820,1.0
10258,штрафы по ПДД штрафы,740,0.75
10269,штраф за использование газового оборудования,492,1.0
10271,штрафы за нарушение коммунальных,234,1.0
10274,штраф за нарушение закона об охране труда,49,1.0
10275,штраф за дисквалифицированное лицо,967,1.0
10277,штраф за нарушение срока доставки,842,1.0
10293,ШТРАФ ИНОГО ОРГАНА,1710,1.0
10310,штраф за ненадлежащее исполнение государственного контракта поставки,1101,0.8
10318,штрафы за нарушения хранения архивной документации,831,0.75
10321,штрафы за нарушение строительных норм и правил,440,1.0
10322,штраф в уставе,836,1.0
10335,Штраф по налогам при налоговой проверки,1518,1.0
10345,штрафы за загрязнявшие вещества,372,1.0
10348,штраф на владельца,854,1.0
10357,штрафы муниципальное задание,1165,1.0
10363,штраф за нарушение законодательства об объектах культурного наследия,212,1.0
10365,штрафные санкции за нарушение санитарных правил,395,0.75
10371,штрафы за переработку,228,1.0
10376,штраф - исполнительный документ,1379,1.5
10388,штраф за нарушения условий договора оборонного заказа,1096,1.0
10415,штраф за непредставление информации в банк россии,1512,1.0
10417,штраф за допуск к управлению,769,1.0
10418,Штраф за проституцию,139,1.0
10421,штраф* платежный документ,1166,1.0
10424,штраф за земельного участка,194,1.5
10427,штраф по контракту реестр недобросовестных,288,1.0
10430,штраф грубые бухгалтерской отчетности,1130,1.0
10454,штраф агенту,1127,1.0
10464,штраф в гражданском,1648,1.0
10467,штрафы представление документов,1041,1.0
10476,штрафы муниципальный контроль,1450,1.0
10489,"штраф ПОДАЧИ УВЕДОМЛЕНИЙ О НАЛИЧИИ У ГРАЖДАНИНА РОССИЙСКОЙ ФЕДЕРАЦИИ ИНОГО ГРАЖДАНСТВА ЛИБО ВИДА НА ЖИТЕЛЬСТВО ИЛИ ИНОГО ДЕЙСТВИТЕЛЬНОГО ДОКУМЕНТА, ПОДТВЕРЖДАЮЩЕГО ПРАВО НА ЕГО ПОСТОЯННОЕ ПРОЖИВАНИЕ В ИНОСТРАННОМ ГОСУДАРСТВЕ",1550,0.95
10500,штраф образовательной организации,91,1.0
10503,штраф за нарушение о труде и охране труда,49,0.75
10507,штраф за несвоевременное перечисление страховых взносов,1126,0.75
10513,штрафы за невыполнения должностных,1363,1.0
10514,штрафы за нарушение законодательства РФ о контрактной системе закупок,256,0.8571428571428571
10518,штраф за неисполнение исполнительного документа,1379,1.3333333333333333
10522,штраф за реализацию продукции,1073,1.0
